carat,cut,color,clarity,depth,table,price
0.41,Ideal,G,IF,61.0,57.0,1367
0.54,Ideal,G,SI2,61.8,54.0,1133
1.6,Ideal,F,SI1,61.1,55.0,13140
0.38,Premium,F,VS1,62.4,59.0,998
0.53,Premium,G,VS2,60.7,59.0,1607
1.16,Ideal,G,VS1,61.5,55.0,9248
0.31,Ideal,E,VS1,61.7,53.0,800
1.16,Ideal,F,VVS2,61.8,56.7,10439
1.52,Premium,G,VS2,60.9,61.0,12738
0.5,Ideal,H,VS2,60.3,55.0,1306
0.71,Fair,D,SI1,64.6,60.0,2151
0.33,Ideal,D,SI2,61.3,56.0,492
1.51,Ideal,G,VS2,62.1,54.0,12551
0.33,Ideal,F,VS2,61.9,55.0,854
0.3,Good,I,VVS1,63.1,57.0,552
0.31,Very Good,H,SI1,63.1,57.0,573
0.71,Very Good,H,IF,63.0,57.0,3112
0.3,Ideal,H,VVS1,61.8,55.0,665
0.41,Ideal,D,VVS2,62.3,57.0,1295
0.4,Premium,F,SI1,62.5,59.0,737
0.57,Premium,E,VS2,62.9,57.0,1672
1.11,Good,E,SI1,61.4,57.5,6178
0.54,Ideal,G,VVS2,60.8,56.0,1950
0.46,Premium,E,VS2,61.5,60.0,1173
0.96,Good,G,SI1,57.6,59.0,4234
0.35,Good,H,SI1,63.2,57.0,504
0.7,Very Good,D,VVS2,62.8,60.0,4022
0.32,Ideal,D,VVS2,60.9,57.0,1008
0.53,Very Good,E,VS2,59.1,60.0,1647
1.0,Ideal,G,VS1,62.9,57.0,6290
2.09,Very Good,I,SI2,63.1,60.0,13500
0.31,Ideal,I,IF,60.9,57.0,635
1.17,Ideal,F,SI1,61.1,56.0,6828
0.35,Ideal,D,SI1,60.7,57.0,827
0.26,Premium,H,VVS2,62.4,58.0,600
0.3,Very Good,G,VS1,60.8,61.0,565
0.79,Good,I,VS2,58.5,62.0,2451
0.43,Good,F,SI1,63.6,53.0,739
0.32,Ideal,F,VVS1,61.4,56.0,926
0.33,Ideal,H,VVS1,61.4,53.0,687
0.41,Good,D,VVS2,63.3,59.0,949
0.92,Ideal,D,SI1,61.8,55.0,4696
0.53,Ideal,G,SI1,61.1,55.0,1549
1.05,Ideal,D,VVS2,61.9,54.0,11196
0.39,Ideal,F,IF,61.9,57.0,1433
0.32,Ideal,I,VS2,63.0,56.0,576
0.71,Ideal,D,VS1,61.7,56.0,4380
0.5,Premium,E,SI1,59.9,58.0,1593
1.56,Premium,J,VS2,61.7,58.0,7763
1.64,Premium,I,SI2,61.3,58.0,8587
0.35,Premium,E,SI1,61.1,59.0,614
1.02,Ideal,G,VS1,62.0,55.0,6968
0.39,Ideal,H,VVS2,62.0,55.0,794
1.03,Ideal,E,SI2,62.3,56.0,4845
2.08,Premium,G,SI2,62.2,60.0,12883
0.4,Premium,E,VS2,62.5,58.0,975
0.27,Ideal,D,VVS2,62.6,56.0,799
0.6,Ideal,G,VVS2,61.6,55.0,2413
0.3,Very Good,H,VS1,63.2,58.0,630
0.32,Good,G,VS2,63.1,57.0,561
0.5,Premium,I,SI2,59.8,56.0,900
1.0,Very Good,D,SI2,59.5,62.0,4543
0.72,Ideal,F,VVS2,60.9,56.0,3780
1.03,Premium,E,SI2,61.8,59.0,4758
0.4,Good,H,VVS2,63.2,55.0,877
1.02,Very Good,E,SI2,63.6,59.0,3947
1.24,Very Good,I,SI1,60.0,59.0,5584
1.0,Very Good,E,VS2,62.9,57.0,7607
0.6,Premium,F,VVS2,62.4,56.0,2316
2.0,Good,J,VS1,62.4,58.0,14973
1.04,Premium,G,VVS1,58.2,60.0,6890
0.23,Good,E,VVS2,63.4,61.0,485
2.0,Premium,H,SI2,61.4,59.0,11108
2.34,Ideal,H,I1,62.4,55.0,11221
0.92,Very Good,D,VS1,61.9,58.0,7544
0.56,Good,F,SI1,63.2,56.0,1340
0.33,Ideal,G,SI2,62.9,55.0,557
2.22,Fair,G,SI2,64.4,58.0,12508
2.02,Fair,H,SI2,56.5,61.0,14080
0.9,Very Good,H,VS1,62.5,56.0,4021
1.39,Ideal,F,SI2,62.2,56.0,5021
0.38,Ideal,H,VVS2,62.5,53.4,832
0.51,Ideal,E,VVS2,62.4,59.0,2559
1.03,Ideal,F,SI1,61.3,57.0,6044
1.01,Very Good,D,SI2,59.1,63.0,3671
1.02,Very Good,D,SI1,62.8,56.0,6047
0.6,Good,G,VS2,59.8,61.9,1793
0.46,Fair,F,SI1,64.9,58.0,1003
0.5,Premium,E,SI1,62.2,58.0,1073
0.71,Ideal,E,VS1,62.7,57.0,3238
0.37,Premium,F,SI1,62.4,59.0,791
1.07,Ideal,E,SI1,61.4,55.0,6561
0.33,Very Good,D,VVS2,60.8,58.0,1050
1.05,Fair,I,I1,61.8,66.0,2396
0.7,Good,H,VS1,59.4,62.0,2421
0.34,Ideal,D,VVS1,61.7,56.0,1133
1.03,Fair,J,SI2,56.2,62.0,3246
0.76,Very Good,E,SI1,63.2,57.0,2613
0.3,Ideal,I,VVS2,63.0,57.0,765
1.52,Ideal,H,SI2,62.0,60.0,8620
0.32,Ideal,H,VS1,60.2,56.0,720
0.51,Ideal,D,VS2,61.4,57.0,1716
2.0,Premium,H,SI1,61.7,58.0,11200
0.3,Ideal,J,VS1,62.2,57.0,411
0.77,Ideal,D,SI2,60.6,56.0,2922
1.72,Fair,D,SI2,64.6,58.0,8264
1.06,Very Good,F,SI1,58.8,57.0,5491
0.81,Ideal,H,SI1,62.3,58.0,2951
1.5,Very Good,G,SI2,60.7,61.0,8580
0.37,Ideal,G,IF,61.5,56.0,1056
0.33,Premium,G,VVS1,61.9,59.0,1114
0.54,Ideal,F,VS2,60.3,55.0,1786
1.02,Very Good,D,SI1,63.5,61.0,5598
0.34,Premium,H,VS2,62.4,60.0,689
0.3,Good,G,VVS1,63.5,57.0,789
0.81,Ideal,F,SI1,61.5,57.0,3422
0.31,Very Good,H,SI1,62.3,55.0,446
1.03,Premium,H,SI2,62.1,59.0,4038
0.71,Premium,G,VS2,60.3,60.0,2671
1.03,Ideal,F,VS1,62.3,57.0,8133
1.01,Fair,D,SI1,65.0,57.0,5385
1.28,Very Good,G,VS1,59.2,57.0,8895
0.53,Ideal,G,VVS2,61.4,57.0,2250
0.35,Premium,F,VS1,60.7,58.0,984
1.51,Premium,I,SI2,59.7,59.0,7577
2.08,Premium,H,SI2,60.0,60.0,11851
0.34,Premium,D,VS2,62.1,58.0,1033
1.52,Fair,H,SI1,65.3,58.0,8001
0.32,Ideal,D,SI1,62.8,56.0,756
0.35,Good,E,VS1,61.3,65.0,938
1.02,Very Good,F,SI2,63.0,58.0,4319
0.3,Very Good,D,VVS2,63.2,55.0,754
1.2,Good,J,SI2,63.3,54.4,4659
0.83,Ideal,E,SI2,61.0,57.0,3143
1.01,Very Good,G,SI1,62.8,56.0,5049
0.41,Ideal,F,VVS2,61.4,56.0,1192
0.32,Ideal,D,SI1,61.9,57.0,756
0.74,Premium,E,SI2,59.0,55.0,2447
0.23,Very Good,G,VVS2,60.4,58.0,354
1.04,Good,E,SI2,62.3,62.0,4290
0.56,Very Good,E,VS2,61.1,57.0,1963
1.06,Premium,G,SI2,61.5,58.0,4571
1.02,Very Good,F,SI2,60.9,58.0,4284
2.01,Good,H,SI2,62.2,57.0,14956
1.0,Ideal,G,SI1,61.6,55.0,4956
0.51,Ideal,F,VVS2,61.2,56.0,2203
1.2,Ideal,F,VVS1,62.0,56.0,11455
1.12,Ideal,E,VS2,61.9,56.0,9710
0.78,Ideal,F,SI2,61.2,56.0,2622
0.36,Ideal,I,VS1,62.1,57.0,568
1.2,Very Good,H,VS2,62.5,60.0,7072
1.04,Ideal,H,VS2,60.7,56.0,5805
1.71,Very Good,H,SI1,60.8,56.0,13169
0.32,Ideal,F,VVS2,61.2,55.0,800
0.8,Very Good,F,VS1,63.7,56.0,3460
4.01,Premium,J,I1,62.5,62.0,15223
0.9,Very Good,E,SI1,63.0,56.0,4315
2.0,Fair,G,SI2,65.1,57.0,11355
1.3,Premium,F,VS2,60.4,59.0,10090
1.5,Ideal,F,VS2,62.4,55.0,14199
0.37,Premium,H,VVS2,61.3,58.0,957
0.38,Good,E,SI1,62.8,61.0,641
1.0,Premium,E,SI2,62.6,56.0,4077
1.01,Very Good,E,VS2,62.3,58.0,6310
0.96,Very Good,D,SI2,60.2,63.0,3419
1.51,Good,E,I1,57.5,59.0,5601
0.71,Good,D,VS2,63.3,56.0,2788
2.01,Good,G,SI1,60.3,60.0,18625
0.28,Very Good,D,VVS2,64.0,56.0,532
0.91,Premium,E,SI1,60.5,61.0,4138
0.75,Very Good,D,SI1,63.2,56.0,2760
1.01,Ideal,F,VS1,61.3,57.0,7602
1.2,Ideal,F,VS1,62.0,55.0,9641
0.52,Fair,E,VVS2,57.2,64.0,2079
0.3,Very Good,H,SI2,63.2,55.0,485
0.51,Ideal,E,VS2,61.2,57.0,1795
0.57,Ideal,E,VVS2,62.1,54.6,2442
1.11,Premium,E,SI2,62.5,58.0,4664
0.65,Ideal,J,SI1,62.1,54.0,1214
1.8,Good,F,SI2,57.9,58.0,12196
0.32,Ideal,D,SI2,62.6,56.0,477
1.06,Premium,F,SI1,60.4,62.0,5580
1.15,Ideal,I,SI2,61.3,57.0,5216
0.78,Ideal,F,SI1,61.1,56.0,2923
1.01,Fair,E,SI2,57.1,59.0,4600
0.72,Ideal,I,VS2,61.4,56.0,3391
1.24,Premium,J,VS2,62.0,58.0,5128
1.7,Premium,D,SI1,61.9,59.0,15238
0.63,Premium,E,VVS1,60.9,60.0,2765
0.24,Very Good,E,VVS1,62.2,59.0,552
0.73,Ideal,D,SI2,62.4,56.0,2683
0.41,Very Good,H,VS1,63.5,56.0,1061
0.59,Ideal,G,VS2,62.0,57.0,1705
1.21,Good,H,SI1,63.8,64.0,5407
0.74,Very Good,H,SI2,63.1,55.0,2138
0.3,Very Good,G,VS2,62.1,57.0,484
0.3,Ideal,D,VS2,61.2,57.0,670
1.07,Premium,G,VS2,60.5,56.0,6471
0.4,Premium,F,VS2,61.0,58.0,842
1.7,Ideal,J,SI2,62.0,53.0,7464
0.31,Ideal,I,VS2,62.0,54.0,452
0.38,Ideal,E,SI1,61.7,58.0,658
0.3,Very Good,D,SI2,62.4,59.0,447
0.33,Premium,I,SI1,61.4,58.0,572
1.01,Good,E,VS2,63.7,56.0,6335
1.23,Ideal,G,VVS2,62.2,55.0,10317
0.8,Ideal,G,SI2,62.5,55.0,2893
1.0,Very Good,F,VS2,61.9,59.0,5505
0.4,Ideal,H,VVS1,61.4,57.0,1017
1.0,Premium,E,SI1,60.7,59.0,5544
0.28,Good,J,VVS2,58.4,60.0,375
0.55,Very Good,D,SI2,63.2,56.0,1368
1.51,Premium,F,SI1,62.2,58.0,10693
0.92,Good,D,SI2,57.8,63.0,3277
1.51,Very Good,F,SI1,62.6,57.0,12141
0.5,Ideal,F,SI1,60.1,56.0,1232
0.7,Premium,F,VS2,61.8,60.0,2818
1.51,Premium,E,SI2,61.1,60.0,9513
0.3,Very Good,G,VVS1,60.7,56.0,725
0.4,Very Good,E,SI1,63.5,58.0,882
1.55,Premium,H,VS2,60.7,58.0,11567
0.31,Ideal,J,VVS2,62.0,56.1,468
1.11,Ideal,E,VVS1,61.3,54.0,12725
0.35,Premium,J,VS1,62.4,58.0,949
0.75,Premium,G,VS2,61.7,58.0,2760
1.0,Fair,F,SI2,59.3,66.0,3975
1.52,Very Good,G,SI1,62.4,60.0,11014
0.31,Very Good,G,VVS1,59.8,62.0,761
0.7,Ideal,D,VS1,62.5,57.0,3287
1.2,Very Good,G,SI2,62.0,60.0,5698
0.77,Good,G,SI2,63.9,59.0,2550
0.4,Ideal,F,SI1,61.9,57.0,694
1.05,Very Good,H,SI1,63.5,57.0,4692
0.71,Premium,J,VS2,60.1,61.0,1968
1.0,Fair,H,SI2,66.5,62.0,3248
0.52,Premium,G,SI2,61.5,59.0,1196
0.7,Very Good,J,SI1,60.2,61.0,1817
0.43,Ideal,F,VVS1,60.3,59.0,1261
0.7,Very Good,J,SI1,61.9,58.0,1666
0.62,Very Good,H,VS2,61.7,63.0,1709
0.32,Ideal,D,VVS2,61.2,56.0,1030
0.32,Ideal,E,VVS2,62.1,53.0,779
0.33,Very Good,E,VS2,63.1,57.0,672
0.69,Very Good,G,VVS1,60.8,55.0,3323
1.12,Ideal,G,VVS2,61.6,55.0,9820
0.91,Ideal,G,SI1,60.8,58.0,4922
2.51,Good,G,SI2,59.5,65.0,14251
0.41,Ideal,J,VVS1,62.0,57.0,775
0.81,Ideal,J,VS2,62.1,56.0,2708
0.62,Premium,E,VS1,62.2,58.0,2196
0.7,Good,I,SI1,62.8,59.0,1790
0.33,Premium,H,IF,60.3,59.0,1114
0.9,Ideal,I,SI2,62.8,55.0,3104
0.3,Premium,E,VVS1,61.3,59.0,956
1.17,Good,I,SI1,63.6,61.0,4914
0.32,Ideal,F,VS2,60.9,56.0,610
0.82,Premium,F,SI1,62.4,56.0,2962
0.54,Premium,D,VS2,61.7,58.0,1993
2.2,Premium,H,SI2,61.5,58.0,12747
0.77,Premium,F,VVS2,60.5,56.0,3450
0.71,Ideal,G,VS2,62.5,56.0,2543
0.54,Ideal,I,SI1,61.9,54.0,1057
1.7,Good,H,VVS2,63.1,57.0,14146
0.31,Premium,D,SI1,61.4,58.0,571
0.71,Very Good,D,SI1,61.7,59.0,2693
0.33,Ideal,D,VS2,61.5,56.0,940
1.34,Ideal,H,VS2,60.8,55.0,7999
1.62,Ideal,J,SI1,62.4,53.2,8075
2.05,Premium,G,SI2,62.1,56.0,12857
0.5,Premium,E,SI1,62.0,59.0,1415
0.71,Premium,G,VS2,59.9,60.0,2803
0.75,Premium,G,VVS2,62.5,56.0,3486
1.52,Very Good,H,VS1,59.8,57.0,10497
0.3,Very Good,H,VS1,63.0,59.0,526
1.55,Ideal,G,SI1,61.7,57.0,12951
0.73,Premium,J,VS2,62.8,58.0,1654
0.7,Premium,F,VS2,62.2,59.0,2648
1.01,Good,E,SI1,64.1,59.0,4399
0.33,Very Good,I,SI1,63.2,58.0,572
0.81,Premium,F,SI1,61.0,59.0,3230
1.24,Very Good,F,VVS2,59.0,58.0,11234
0.51,Ideal,H,VS2,61.4,56.0,1375
0.33,Ideal,E,VS1,60.6,57.0,1002
0.3,Ideal,D,SI1,62.5,57.0,552
1.3,Ideal,H,VS1,61.3,59.0,8915
0.3,Premium,G,VVS1,60.7,59.0,1013
0.33,Ideal,H,IF,62.1,55.0,868
1.02,Ideal,D,SI1,62.8,56.0,6158
0.3,Good,E,VS2,63.3,55.0,526
0.91,Fair,D,VS2,65.1,63.0,4439
0.31,Ideal,G,VVS2,61.5,57.0,671
1.51,Ideal,G,VS1,61.1,57.0,14674
0.55,Ideal,F,VS2,61.3,55.0,1679
1.0,Premium,F,VS1,62.6,58.0,7114
0.32,Ideal,G,VS1,61.3,55.0,645
2.1,Fair,F,SI2,64.7,61.0,15827
0.26,Very Good,F,SI1,59.6,55.0,590
0.53,Ideal,G,VVS2,61.8,58.0,1941
0.92,Ideal,I,SI1,61.8,57.0,4488
1.5,Very Good,I,VVS2,59.7,60.0,10551
0.3,Ideal,D,SI1,61.6,56.0,552
1.08,Very Good,G,SI1,60.6,58.0,4906
0.26,Ideal,F,VVS1,62.4,56.0,769
0.4,Ideal,E,SI1,61.9,57.0,696
1.09,Very Good,G,IF,62.9,57.0,8650
1.53,Ideal,H,VVS2,62.2,57.0,13629
0.4,Premium,F,SI1,62.3,60.0,945
0.26,Ideal,H,SI1,60.5,58.0,474
0.49,Good,F,VS1,58.9,60.5,1430
0.41,Ideal,H,SI1,62.4,53.0,722
0.5,Ideal,J,VS2,61.6,57.0,1099
0.32,Ideal,I,VVS1,61.7,55.0,756
0.51,Very Good,E,SI1,63.3,59.0,1402
0.57,Ideal,E,SI1,61.9,56.0,1608
0.52,Ideal,E,SI2,60.9,56.0,1232
0.33,Premium,F,VVS2,62.3,60.0,901
1.01,Ideal,D,SI1,62.1,56.0,5694
0.7,Ideal,F,SI1,60.8,60.0,2445
0.42,Ideal,E,VS2,62.4,55.0,1024
1.04,Very Good,F,VS1,61.6,60.0,8090
1.06,Ideal,G,VS1,61.5,57.0,8093
0.82,Ideal,F,SI1,62.6,56.0,3251
0.3,Very Good,J,VS1,63.4,57.0,506
0.42,Ideal,G,VVS1,61.1,56.0,1179
0.73,Ideal,F,VS1,62.9,56.0,3135
0.96,Premium,E,SI1,60.0,60.0,4864
1.13,Premium,G,SI2,61.5,59.0,4647
0.31,Ideal,F,VS1,60.7,56.0,695
0.71,Ideal,F,VS1,61.4,56.0,3710
0.39,Very Good,E,VS1,62.5,58.0,914
1.0,Very Good,F,SI1,61.8,58.0,5058
1.53,Very Good,D,SI1,59.2,57.0,11873
0.42,Ideal,H,VS1,61.2,57.0,1048
1.7,Good,F,VS1,57.6,63.0,17330
0.28,Ideal,E,VVS2,62.4,56.0,828
1.52,Premium,D,SI2,59.8,60.0,10623
0.3,Very Good,D,VVS2,59.6,61.0,880
0.8,Ideal,H,VS2,62.1,54.0,3030
2.05,Premium,J,VS1,62.5,60.0,14973
2.0,Ideal,J,VS2,62.3,55.0,13263
1.12,Ideal,F,VS1,62.1,54.0,9030
0.53,Ideal,G,IF,61.4,56.0,2247
1.07,Ideal,H,SI1,62.0,57.0,4918
1.14,Premium,D,SI2,59.2,61.0,5047
0.7,Premium,F,SI1,61.9,58.0,2230
0.41,Ideal,H,SI1,62.2,55.0,1056
0.7,Premium,G,SI1,61.5,58.0,2010
1.58,Very Good,H,VVS2,60.9,58.0,12459
0.7,Good,F,SI1,59.7,64.0,2337
0.42,Ideal,G,IF,62.0,57.0,1310
0.32,Very Good,G,VS1,61.7,55.0,645
1.01,Premium,G,SI2,62.4,58.0,4442
0.7,Premium,I,SI2,62.3,59.0,1415
0.77,Ideal,G,VS1,62.4,54.0,3176
1.52,Premium,E,VS1,59.9,60.0,16779
1.26,Very Good,G,VVS2,62.1,58.0,9158
0.38,Ideal,E,VS2,61.7,55.0,866
1.01,Premium,F,VS2,60.8,58.0,6330
1.56,Ideal,F,VS2,62.0,55.0,17108
0.3,Ideal,H,VVS2,60.8,58.0,590
1.1,Ideal,H,SI2,61.9,56.0,4250
0.51,Premium,H,SI1,61.6,56.0,1250
0.76,Premium,D,SI1,61.1,59.0,2847
0.54,Ideal,E,VS2,61.6,56.0,1774
1.0,Premium,H,SI1,62.8,58.0,4816
2.52,Fair,G,I1,66.9,57.0,10076
1.0,Ideal,D,SI1,62.5,55.0,6664
2.03,Fair,H,SI1,65.4,58.0,14646
0.41,Good,H,VVS1,62.6,62.0,892
0.52,Ideal,D,VVS2,62.3,56.0,2362
1.7,Premium,I,VS2,62.5,58.0,9996
1.08,Premium,G,SI2,62.3,56.0,4627
1.15,Ideal,F,VVS2,62.7,57.0,10757
0.36,Ideal,H,VS2,62.1,55.0,568
1.23,Ideal,H,SI1,62.3,58.0,7313
0.32,Ideal,I,VS1,60.9,56.0,505
1.01,Very Good,I,SI2,62.2,59.0,5000
0.4,Ideal,G,VS2,62.3,57.0,1035
1.0,Very Good,D,SI1,59.2,62.0,5621
0.33,Ideal,E,VS1,59.6,56.0,1002
0.71,Ideal,G,SI1,60.5,56.0,2776
0.7,Good,G,SI1,63.5,61.0,2074
1.53,Premium,G,VVS2,62.5,60.0,15505
0.73,Ideal,D,SI1,61.4,57.0,2841
1.04,Ideal,F,SI1,61.3,55.0,5321
1.51,Very Good,D,VS2,63.1,62.0,14205
1.1,Very Good,H,VS2,61.3,58.0,5914
0.54,Premium,H,VS1,62.6,59.0,1600
0.53,Ideal,D,SI2,61.6,55.0,1316
0.42,Ideal,D,VS1,61.1,57.0,1235
0.43,Very Good,E,SI2,59.0,60.0,765
0.9,Ideal,H,SI2,61.5,56.0,3770
1.02,Premium,H,VS2,61.9,57.0,5171
1.12,Ideal,G,I1,60.3,57.0,3945
0.51,Premium,D,VVS2,61.6,59.0,2087
0.75,Premium,E,SI1,62.8,56.0,2698
0.56,Premium,I,VVS1,62.4,56.0,1698
0.7,Very Good,H,VVS2,62.5,55.0,2558
1.01,Ideal,I,VS1,61.1,54.0,5182
0.55,Premium,J,SI1,60.5,59.0,1348
0.33,Ideal,E,VS1,61.7,54.0,768
0.35,Very Good,J,SI1,63.3,56.0,526
1.04,Very Good,D,SI2,63.1,58.0,3780
1.41,Premium,G,SI1,59.5,59.0,8758
1.33,Very Good,F,SI1,63.3,56.0,8163
0.27,Very Good,D,VS1,63.2,55.0,470
0.71,Premium,E,VS2,62.4,60.0,2590
0.3,Premium,E,VS2,62.2,60.0,844
1.04,Ideal,I,SI1,63.0,56.0,4135
0.31,Ideal,F,SI1,62.3,56.0,663
0.7,Ideal,E,VS2,62.7,56.0,2697
0.3,Premium,I,VS1,59.1,59.0,473
0.32,Ideal,E,VS1,61.7,56.0,745
0.39,Ideal,G,IF,62.1,53.7,1189
0.31,Ideal,D,SI2,61.3,56.0,593
0.3,Premium,G,VVS1,61.3,58.0,945
1.02,Very Good,D,VS2,62.9,60.0,7257
0.41,Premium,H,SI1,60.9,60.0,876
0.31,Very Good,G,VVS2,63.4,59.0,907
1.14,Ideal,G,SI1,62.2,56.0,5650
0.56,Ideal,D,VS1,61.7,56.0,2026
0.35,Premium,H,VVS1,62.1,58.0,798
0.72,Premium,D,SI2,60.5,58.0,2670
0.34,Ideal,G,VS2,61.4,57.0,765
1.09,Premium,I,SI1,61.7,59.0,4273
1.02,Very Good,H,SI1,63.7,55.0,4552
0.4,Premium,J,VS1,59.7,59.0,631
1.1,Ideal,H,SI2,63.1,58.0,4725
0.32,Ideal,F,VS2,62.4,57.0,645
0.74,Ideal,E,VS2,62.7,54.0,2984
1.51,Ideal,G,VS2,62.2,57.0,12947
1.55,Ideal,G,VS2,61.6,55.0,13912
0.24,Ideal,G,IF,61.7,56.0,559
0.73,Premium,H,SI2,58.7,58.0,1927
0.71,Premium,H,VS1,61.2,57.0,2572
1.73,Premium,G,VS1,62.8,57.0,15151
1.24,Premium,H,SI2,61.2,57.0,5694
1.03,Very Good,F,SI1,60.6,63.0,5241
0.3,Ideal,F,SI1,60.6,57.0,609
1.0,Premium,F,VS2,62.5,54.0,6154
0.51,Very Good,H,VS1,60.7,56.0,1628
0.3,Ideal,H,VS2,61.4,56.0,626
0.54,Ideal,E,SI2,62.7,57.0,1111
1.51,Ideal,H,VS2,62.2,57.0,11540
1.01,Premium,F,VS1,58.8,60.0,7862
2.05,Very Good,H,SI2,62.4,58.0,15949
0.32,Ideal,D,VVS1,61.8,56.0,1140
0.31,Very Good,H,VS2,60.0,60.0,489
0.72,Very Good,G,VS1,60.5,57.0,2919
1.31,Premium,E,SI1,62.4,58.0,8767
0.31,Premium,F,VS2,59.3,60.0,802
0.31,Premium,H,SI1,61.1,57.0,573
0.4,Very Good,G,VS1,63.4,56.0,1005
0.38,Ideal,I,VVS1,62.4,54.8,800
0.4,Very Good,E,VS2,59.4,58.0,770
1.5,Premium,F,VS2,62.4,57.0,13333
1.08,Premium,J,SI1,61.0,60.0,4173
1.07,Ideal,G,VS1,62.2,56.0,7748
1.5,Very Good,I,SI1,63.5,59.0,8081
1.1,Premium,G,VS2,61.2,62.0,6653
0.71,Ideal,F,SI2,61.2,55.0,2365
0.51,Premium,F,SI2,62.8,60.0,1036
0.31,Ideal,E,SI2,60.1,57.0,558
1.04,Premium,F,VS2,61.7,59.0,6906
0.24,Ideal,J,VVS2,62.8,57.0,432
1.03,Premium,I,SI1,61.6,59.0,4362
0.41,Premium,G,SI1,61.5,59.0,923
0.61,Premium,G,VS1,62.7,57.0,2192
0.31,Ideal,E,VS2,61.7,55.0,642
0.34,Ideal,G,IF,61.9,57.0,1084
0.32,Ideal,F,VVS1,62.3,56.0,926
1.19,Premium,I,VS1,59.9,61.0,5747
1.51,Premium,J,SI1,63.0,58.0,7441
1.01,Good,E,VS2,63.8,59.0,5430
0.35,Ideal,E,VS2,62.2,56.0,767
1.01,Premium,F,VS2,60.4,59.0,6271
1.23,Ideal,G,VVS1,61.8,56.0,10572
2.03,Ideal,F,SI2,62.4,57.0,12677
2.0,Ideal,I,SI1,62.9,59.0,15218
2.01,Fair,D,SI2,66.9,57.0,16086
0.55,Ideal,E,SI1,60.6,56.0,1668
2.45,Ideal,F,SI2,62.0,55.0,16589
0.84,Very Good,J,VS1,61.9,58.0,2544
0.64,Fair,F,VS2,57.0,62.5,2063
1.2,Fair,F,I1,65.7,56.0,2622
0.81,Ideal,H,SI1,62.8,57.0,2482
1.2,Ideal,H,VS1,62.0,57.0,7294
0.25,Ideal,E,VVS2,61.6,57.0,740
0.5,Very Good,D,SI2,61.9,56.0,1167
1.19,Premium,H,SI2,61.9,58.0,4332
0.32,Ideal,H,VS2,61.5,56.0,648
0.71,Ideal,D,VS1,60.9,57.0,3518
2.0,Very Good,J,VS2,60.7,60.0,13542
0.3,Premium,F,IF,61.6,58.0,1085
1.0,Premium,H,SI1,62.7,60.0,4469
0.72,Very Good,F,VS2,63.0,54.0,2784
1.06,Ideal,H,SI2,61.7,60.0,4547
1.2,Ideal,G,VVS1,61.2,56.0,9744
1.5,Very Good,D,SI1,63.1,57.0,11863
1.01,Ideal,H,SI1,62.6,55.0,5126
0.32,Ideal,H,SI1,61.9,54.0,547
1.29,Premium,H,SI1,61.6,57.0,6588
0.31,Very Good,G,VS1,62.9,57.0,625
1.0,Good,H,SI1,61.5,64.0,4568
0.32,Ideal,G,VS1,59.8,57.9,696
0.59,Ideal,G,SI1,62.3,55.0,1431
0.91,Very Good,J,SI1,62.8,59.0,2956
0.44,Ideal,I,VVS1,61.2,55.0,1107
1.15,Ideal,H,SI1,62.4,54.0,6106
1.02,Ideal,G,SI1,60.6,57.0,5367
0.32,Ideal,D,SI1,61.3,57.0,756
1.01,Premium,G,VS1,59.8,59.0,6412
0.34,Premium,G,VS1,60.4,61.0,880
1.06,Premium,D,SI1,59.4,57.0,5817
1.23,Premium,G,VS1,59.6,60.0,8293
1.52,Premium,E,SI2,62.9,59.0,9576
1.13,Ideal,E,VVS2,60.1,59.0,11387
0.51,Premium,F,SI1,59.4,61.0,1349
0.3,Ideal,E,VS2,61.6,55.0,658
0.9,Good,H,SI2,62.7,64.0,2934
1.13,Ideal,H,SI2,62.1,55.0,4932
0.31,Ideal,H,VS1,61.6,54.8,557
0.53,Ideal,G,SI1,61.8,58.0,1255
0.33,Ideal,E,VS2,62.4,55.0,723
0.72,Ideal,G,VS1,61.4,56.0,3478
1.29,Premium,G,SI2,61.1,59.0,6116
1.01,Ideal,G,SI1,61.1,58.0,5497
0.5,Good,G,VS1,57.5,56.0,1429
2.03,Ideal,I,SI1,62.6,55.0,14548
0.41,Premium,H,SI1,60.5,58.0,876
0.33,Ideal,D,SI2,62.4,56.0,631
0.32,Ideal,F,VVS2,61.2,57.0,1008
1.2,Good,F,VS2,62.3,57.0,8990
1.01,Very Good,E,SI1,62.6,57.0,4912
0.39,Very Good,G,SI1,61.7,57.0,684
1.54,Ideal,I,VS2,60.2,59.0,9600
0.76,Ideal,E,VS2,61.5,56.0,3192
0.31,Premium,I,SI1,62.3,59.0,523
0.72,Ideal,H,VVS2,61.7,55.0,3417
0.64,Premium,F,SI1,61.2,58.0,1816
0.56,Ideal,F,VVS1,62.1,56.0,2510
1.2,Very Good,H,VS1,63.1,57.0,5853
0.29,Ideal,E,IF,61.9,57.0,815
1.0,Premium,F,SI2,61.3,61.0,4452
0.58,Very Good,E,VS2,61.9,58.0,1656
2.01,Ideal,I,VS1,62.5,56.0,17068
1.51,Very Good,H,SI2,60.2,59.0,8444
1.03,Ideal,H,SI1,62.3,56.0,4603
0.25,Very Good,F,VVS1,60.7,59.0,576
1.59,Ideal,J,SI1,61.3,57.0,7943
